I am  nid00712 rank 0 (total 64)
total of 8654 tasks
No 7836 is done
No 7837 is done
No 7838 is done
No 7839 is done
No 7840 is done
No 7841 is done
No 7842 is done
No 7843 is done
No 7844 is done
No 7845 is done
No 7846 is done
No 7847 is done
No 7848 is done
No 7849 is done
No 7850 is done
No 7851 is done
No 7852 is done
No 7853 is done
No 7854 is done
No 7855 is done
No 7856 is done
No 7857 is done
No 7858 is done
No 7859 is done
No 7860 is done
No 7861 is done
No 7862 is done
No 7863 is done
No 7864 is done
No 7865 is done
No 7866 is done
No 7867 is done
No 7868 is done
No 7869 is done
No 7870 is done
No 7871 is done
No 7872 is done
No 7873 is done
No 7874 is done
No 7875 is done
No 7876 is done
No 7877 is done
No 7878 is done
No 7879 is done
No 7880 is done
No 7881 is done
No 7882 is done
No 7883 is done
No 7884 is done
No 7885 is done
No 7886 is done
No 7887 is done
No 7888 is done
No 7889 is done
No 7890 is done
No 7891 is done
No 7892 is done
No 7893 is done
No 7894 is done
No 7895 is done
No 7896 is done
No 7897 is done
No 7898 is done
No 7899 is done
No 7900 is done
No 7901 is done
No 7902 is done
No 7903 is done
No 7904 is done
No 7905 is done
No 7906 is done
No 7907 is done
No 7908 is done
No 7909 is done
No 7910 is done
No 7911 is done
No 7912 is done
No 7913 is done
No 7914 is done
No 7915 is done
No 7916 is done
No 7917 is done
No 7918 is done
No 7919 is done
No 7920 is done
No 7921 is done
No 7922 is done
No 7923 is done
No 7924 is done
No 7925 is done
No 7926 is done
No 7927 is done
No 7928 is done
No 7929 is done
No 7930 is done
No 7931 is done
No 7932 is done
No 7933 is done
No 7934 is done
No 7935 is done
No 7936 is done
No 7937 is done
No 7938 is done
No 7939 is done
No 7940 is done
No 7941 is done
No 7942 is done
No 7943 is done
No 7944 is done
No 7945 is done
No 7946 is done
No 7947 is done
No 7948 is done
No 7949 is done
No 7950 is done
No 7951 is done
No 7952 is done
No 7953 is done
No 7954 is done
No 7955 is done
No 7956 is done
No 7957 is done
No 7958 is done
No 7959 is done
No 7960 is done
No 7961 is done
No 7962 is done
No 7963 is done
No 7964 is done
No 7965 is done
No 7966 is done
No 7967 is done
No 7968 is done
No 7969 is done
No 7970 is done
No 7971 is done
No 7972 is done
No 7973 is done
No 7974 is done
No 7975 is done
No 7976 is done
No 7977 is done
No 7978 is done
No 7979 is done
No 7980 is done
No 7981 is done
No 7982 is done
No 7983 is done
No 7984 is done
No 7985 is done
No 7986 is done
No 7987 is done
No 7988 is done
No 7989 is done
No 7990 is done
No 7991 is done
No 7992 is done
No 7993 is done
No 7994 is done
No 7995 is done
No 7996 is done
No 7997 is done
No 7998 is done
No 7999 is done
No 8000 is done
No 8001 is done
No 8002 is done
No 8003 is done
No 8004 is done
No 8005 is done
No 8006 is done
No 8007 is done
No 8008 is done
No 8009 is done
No 8010 is done
No 8011 is done
No 8012 is done
No 8013 is done
No 8014 is done
No 8015 is done
No 8016 is done
No 8017 is done
No 8018 is done
No 8019 is done
No 8020 is done
No 8021 is done
No 8022 is done
No 8023 is done
No 8024 is done
No 8025 is done
No 8026 is done
No 8027 is done
No 8028 is done
No 8029 is done
No 8030 is done
No 8031 is done
No 8032 is done
No 8033 is done
No 8034 is done
No 8035 is done
No 8036 is done
No 8037 is done
No 8038 is done
No 8039 is done
No 8040 is done
No 8041 is done
No 8042 is done
No 8043 is done
No 8044 is done
No 8045 is done
No 8046 is done
No 8047 is done
No 8048 is done
No 8049 is done
No 8050 is done
No 8051 is done
No 8052 is done
No 8053 is done
No 8054 is done
No 8055 is done
No 8056 is done
No 8057 is done
No 8058 is done
No 8059 is done
No 8060 is done
No 8061 is done
No 8062 is done
No 8063 is done
No 8064 is done
No 8065 is done
No 8066 is done
No 8067 is done
No 8068 is done
No 8069 is done
No 8070 is done
No 8071 is done
No 8072 is done
No 8073 is done
No 8074 is done
No 8075 is done
No 8076 is done
No 8077 is done
No 8078 is done
No 8079 is done
No 8080 is done
No 8081 is done
No 8082 is done
No 8083 is done
No 8084 is done
No 8085 is done
No 8086 is done
No 8087 is done
No 8088 is done
No 8089 is done
No 8090 is done
No 8091 is done
No 8092 is done
No 8093 is done
No 8094 is done
No 8095 is done
No 8096 is done
No 8097 is done
No 8098 is done
No 8099 is done
No 8100 is done
No 8101 is done
No 8102 is done
No 8103 is done
No 8104 is done
No 8105 is done
No 8106 is done
No 8118 is done
No 8122 is done
No 8109 is done
No 8110 is done
No 8112 is done
No 8107 is done
No 8123 is done
No 8125 is done
No 8129 is done
No 8130 is done
No 8131 is done
No 8132 is done
No 8133 is done
No 8108 is done
No 8135 is done
No 8134 is done
No 8136 is done
No 8137 is done
No 8160 is done
No 8165 is done
No 8167 is done
No 8138 is done
No 8139 is done
No 8140 is done
No 8141 is done
No 8142 is done
No 8143 is done
No 8144 is done
No 8145 is done
No 8146 is done
No 8147 is done
No 8148 is done
No 8149 is done
No 8150 is done
No 8151 is done
No 8152 is done
No 8153 is done
No 8172 is done
No 8154 is done
No 8155 is done
No 8173 is done
No 8111 is done
No 8156 is done
No 8174 is done
No 8157 is done
No 8158 is done
No 8113 is done
No 8114 is done
No 8115 is done
No 8116 is done
No 8117 is done
No 8170 is done
No 8119 is done
No 8120 is done
No 8121 is done
No 8171 is done
No 8124 is done
No 8126 is done
No 8127 is done
No 8128 is done
No 8159 is done
No 8161 is done
No 8162 is done
No 8163 is done
No 8164 is done
No 8166 is done
No 8168 is done
No 8169 is done
No 8175 is done
No 8176 is done
No 8177 is done
No 8178 is done
No 8179 is done
No 8180 is done
No 8181 is done
No 8182 is done
No 8184 is done
No 8185 is done
No 8186 is done
No 8187 is done
No 8183 is done
No 8188 is done
No 8189 is done
No 8190 is done
No 8191 is done
No 8192 is done
No 8193 is done
No 8194 is done
No 8195 is done
No 8196 is done
No 8197 is done
No 8198 is done
No 8199 is done
No 8200 is done
No 8201 is done
No 8202 is done
No 8203 is done
No 8204 is done
No 8205 is done
No 8206 is done
No 8207 is done
No 8208 is done
No 8209 is done
No 8210 is done
No 8211 is done
No 8212 is done
No 8213 is done
No 8214 is done
No 8215 is done
No 8216 is done
No 8217 is done
No 8218 is done
No 8219 is done
No 8220 is done
No 8221 is done
No 8222 is done
No 8223 is done
No 8224 is done
No 8225 is done
No 8226 is done
No 8227 is done
No 8228 is done
No 8229 is done
No 8230 is done
No 8231 is done
No 8232 is done
No 8233 is done
No 8234 is done
No 8235 is done
No 8236 is done
No 8237 is done
No 8239 is done
No 8238 is done
No 8240 is done
No 8241 is done
No 8242 is done
No 8243 is done
No 8244 is done
No 8245 is done
No 8246 is done
No 8248 is done
No 8247 is done
No 8250 is done
No 8249 is done
No 8251 is done
No 8252 is done
No 8253 is done
No 8254 is done
No 8257 is done
No 8259 is done
No 8261 is done
No 8263 is done
No 8264 is done
No 8265 is done
No 8268 is done
No 8271 is done
No 8278 is done
No 8282 is done
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:43: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(dat['flux_r'] / dat['mw_transmission_r'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:44: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(dat['flux_z'] / dat['mw_transmission_z'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:47: RuntimeWarning: invalid value encountered in greater
  color_sgc = (g>21.825)&(g<22.825)&(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.218*gr+0.571<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:47: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.825)&(g<22.825)&(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.218*gr+0.571<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:48: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.825)&(g<22.9)  &(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.637*gr+0.399<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:48: RuntimeWarning: invalid value encountered in less
  color_ngc = (g>21.825)&(g<22.9)  &(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.637*gr+0.399<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:44: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(dat['flux_z'] / dat['mw_transmission_z'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:43: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(dat['flux_r'] / dat['mw_transmission_r'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:45: RuntimeWarning: invalid value encountered in subtract
  gr = g - r_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:46: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:43: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(dat['flux_r'] / dat['mw_transmission_r'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:44: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(dat['flux_z'] / dat['mw_transmission_z'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:47: RuntimeWarning: invalid value encountered in greater
  color_sgc = (g>21.825)&(g<22.825)&(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.218*gr+0.571<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:47: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.825)&(g<22.825)&(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.218*gr+0.571<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:48: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.825)&(g<22.9)  &(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.637*gr+0.399<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:48: RuntimeWarning: invalid value encountered in less
  color_ngc = (g>21.825)&(g<22.9)  &(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.637*gr+0.399<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:43: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(dat['flux_r'] / dat['mw_transmission_r'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:45: RuntimeWarning: invalid value encountered in subtract
  gr = g - r_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:44: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(dat['flux_z'] / dat['mw_transmission_z'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:46: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:43: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(dat['flux_r'] / dat['mw_transmission_r'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:44: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(dat['flux_z'] / dat['mw_transmission_z'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:47: RuntimeWarning: invalid value encountered in greater
  color_sgc = (g>21.825)&(g<22.825)&(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.218*gr+0.571<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:47: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.825)&(g<22.825)&(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.218*gr+0.571<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:48: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.825)&(g<22.9)  &(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.637*gr+0.399<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:48: RuntimeWarning: invalid value encountered in less
  color_ngc = (g>21.825)&(g<22.9)  &(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.637*gr+0.399<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:43: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(dat['flux_r'] / dat['mw_transmission_r'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:44: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(dat['flux_z'] / dat['mw_transmission_z'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:46: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:45: RuntimeWarning: invalid value encountered in subtract
  gr = g - r_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: invalid value encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:43: RuntimeWarning: invalid value encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(dat['flux_r'] / dat['mw_transmission_r'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:44: RuntimeWarning: invalid value encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(dat['flux_z'] / dat['mw_transmission_z'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:47: RuntimeWarning: invalid value encountered in greater
  color_sgc = (g>21.825)&(g<22.825)&(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.218*gr+0.571<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:47: RuntimeWarning: invalid value encountered in less
  color_sgc = (g>21.825)&(g<22.825)&(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.218*gr+0.571<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:48: RuntimeWarning: invalid value encountered in greater
  color_ngc = (g>21.825)&(g<22.9)  &(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.637*gr+0.399<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:48: RuntimeWarning: invalid value encountered in less
  color_ngc = (g>21.825)&(g<22.9)  &(-0.068*rz+0.457<gr)&(gr< 0.112*rz+0.773) &(0.637*gr+0.399<rz)&(rz<-0.555*gr+1.901)
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:43: RuntimeWarning: divide by zero encountered in log10
  r_mag = 22.5 - 2.5 * n.log10(dat['flux_r'] / dat['mw_transmission_r'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:42: RuntimeWarning: divide by zero encountered in log10
  g     = 22.5 - 2.5 * n.log10(dat['flux_g'] / dat['mw_transmission_g'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:44: RuntimeWarning: divide by zero encountered in log10
  z_mag = 22.5 - 2.5 * n.log10(dat['flux_z'] / dat['mw_transmission_z'])
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:46: RuntimeWarning: invalid value encountered in subtract
  rz = r_mag - z_mag
/global/u2/h/huikong/obiwan_codes/obiwan_Aug/obiwan_code/py/obiwan/Drones/obiwan_analysis/preprocess/collect/collect.py:45: RuntimeWarning: invalid value encountered in subtract
  gr = g - r_mag
No 8283 is done
No 8284 is done
No 8285 is done
No 8286 is done
No 8287 is done
No 8288 is done
No 8289 is done
No 8290 is done
No 8291 is done
No 8292 is done
No 8293 is done
No 8294 is done
No 8295 is done
No 8296 is done
No 8297 is done
No 8298 is done
No 8299 is done
No 8300 is done
No 8255 is done
No 8256 is done
No 8258 is done
No 8302 is done
No 8260 is done
No 8262 is done
No 8266 is done
No 8267 is done
No 8309 is done
No 8269 is done
No 8270 is done
No 8272 is done
No 8273 is done
No 8274 is done
No 8275 is done
No 8276 is done
No 8277 is done
No 8279 is done
No 8280 is done
No 8281 is done
No 8301 is done
No 8303 is done
No 8304 is done
No 8305 is done
No 8306 is done
No 8307 is done
No 8308 is done
No 8310 is done
No 8311 is done
No 8312 is done
No 8313 is done
No 8314 is done
No 8315 is done
No 8316 is done
No 8317 is done
No 8318 is done
No 8319 is done
No 8320 is done
No 8321 is done
No 8322 is done
No 8323 is done
No 8324 is done
No 8325 is done
No 8326 is done
No 8327 is done
No 8328 is done
No 8329 is done
No 8330 is done
No 8331 is done
No 8332 is done
No 8333 is done
No 8334 is done
No 8335 is done
No 8336 is done
No 8337 is done
No 8338 is done
No 8339 is done
No 8340 is done
No 8341 is done
No 8342 is done
No 8343 is done
No 8344 is done
No 8345 is done
No 8346 is done
No 8347 is done
No 8348 is done
No 8349 is done
No 8350 is done
No 8351 is done
No 8352 is done
No 8353 is done
No 8354 is done
No 8355 is done
No 8356 is done
No 8357 is done
No 8358 is done
No 8359 is done
No 8360 is done
No 8361 is done
No 8362 is done
No 8363 is done
No 8364 is done
No 8365 is done
No 8366 is done
No 8367 is done
No 8368 is done
No 8369 is done
No 8370 is done
No 8371 is done
No 8372 is done
No 8373 is done
No 8374 is done
No 8375 is done
No 8376 is done
No 8377 is done
No 8378 is done
No 8379 is done
No 8380 is done
No 8381 is done
No 8382 is done
No 8383 is done
No 8384 is done
No 8385 is done
No 8386 is done
No 8387 is done
No 8388 is done
No 8389 is done
No 8390 is done
No 8391 is done
No 8392 is done
No 8393 is done
No 8394 is done
No 8395 is done
No 8396 is done
No 8397 is done
No 8398 is done
No 8399 is done
No 8400 is done
No 8401 is done
No 8402 is done
No 8403 is done
No 8404 is done
No 8405 is done
No 8406 is done
No 8407 is done
No 8408 is done
No 8409 is done
No 8410 is done
No 8411 is done
No 8412 is done
No 8413 is done
No 8414 is done
No 8415 is done
No 8416 is done
No 8417 is done
No 8418 is done
No 8419 is done
No 8420 is done
No 8421 is done
No 8422 is done
No 8423 is done
No 8424 is done
No 8425 is done
No 8426 is done
No 8427 is done
No 8428 is done
No 8429 is done
No 8430 is done
No 8431 is done
No 8432 is done
No 8433 is done
No 8434 is done
No 8435 is done
No 8436 is done
No 8437 is done
No 8438 is done
No 8439 is done
No 8440 is done
No 8441 is done
No 8442 is done
No 8443 is done
No 8444 is done
No 8445 is done
No 8446 is done
No 8447 is done
No 8448 is done
No 8449 is done
No 8450 is done
No 8451 is done
No 8452 is done
No 8453 is done
No 8454 is done
No 8455 is done
No 8456 is done
No 8457 is done
No 8458 is done
No 8459 is done
No 8460 is done
No 8461 is done
No 8462 is done
No 8463 is done
No 8464 is done
No 8465 is done
No 8466 is done
No 8467 is done
No 8468 is done
No 8469 is done
No 8470 is done
No 8471 is done
No 8472 is done
No 8473 is done
No 8474 is done
No 8475 is done
No 8476 is done
No 8477 is done
No 8478 is done
No 8479 is done
No 8480 is done
No 8481 is done
No 8482 is done
No 8483 is done
No 8484 is done
No 8485 is done
No 8486 is done
No 8487 is done
No 8488 is done
No 8489 is done
No 8490 is done
No 8491 is done
No 8492 is done
No 8493 is done
No 8494 is done
No 8495 is done
No 8496 is done
No 8497 is done
No 8498 is done
No 8499 is done
No 8500 is done
No 8501 is done
No 8502 is done
No 8503 is done
No 8504 is done
No 8505 is done
No 8506 is done
No 8507 is done
No 8508 is done
No 8509 is done
No 8510 is done
No 8511 is done
No 8512 is done
No 8513 is done
No 8514 is done
No 8515 is done
No 8516 is done
No 8517 is done
No 8518 is done
No 8519 is done
No 8520 is done
I am  nid00712 rank 2 (total 64)
  Slave nid00712 rank 2 executing "39" task_id "39"
  Slave nid00712 rank 2 executing "88" task_id "88"
  Slave nid00712 rank 2 executing "173" task_id "173"
  Slave nid00712 rank 2 executing "235" task_id "235"
  Slave nid00712 rank 2 executing "299" task_id "299"
  Slave nid00712 rank 2 executing "369" task_id "369"
  Slave nid00712 rank 2 executing "422" task_id "422"
  Slave nid00712 rank 2 executing "479" task_id "479"
  Slave nid00712 rank 2 executing "541" task_id "541"
  Slave nid00712 rank 2 executing "594" task_id "594"
  Slave nid00712 rank 2 executing "672" task_id "672"
  Slave nid00712 rank 2 executing "723" task_id "723"
  Slave nid00712 rank 2 executing "782" task_id "782"
  Slave nid00712 rank 2 executing "820" task_id "820"
  Slave nid00712 rank 2 executing "869" task_id "869"
  Slave nid00712 rank 2 executing "927" task_id "927"
  Slave nid00712 rank 2 executing "1000" task_id "1000"
  Slave nid00712 rank 2 executing "1078" task_id "1078"
  Slave nid00712 rank 2 executing "1152" task_id "1152"
  Slave nid00712 rank 2 executing "1221" task_id "1221"
  Slave nid00712 rank 2 executing "1299" task_id "1299"
  Slave nid00712 rank 2 executing "1360" task_id "1360"
  Slave nid00712 rank 2 executing "1409" task_id "1409"
  Slave nid00712 rank 2 executing "1471" task_id "1471"
  Slave nid00712 rank 2 executing "1533" task_id "1533"
  Slave nid00712 rank 2 executing "1611" task_id "1611"
  Slave nid00712 rank 2 executing "1718" task_id "1718"
  Slave nid00712 rank 2 executing "1748" task_id "1748"
  Slave nid00712 rank 2 executing "1828" task_id "1828"
  Slave nid00712 rank 2 executing "1892" task_id "1892"
  Slave nid00712 rank 2 executing "1964" task_id "1964"
  Slave nid00712 rank 2 executing "2020" task_id "2020"
  Slave nid00712 rank 2 executing "2098" task_id "2098"
  Slave nid00712 rank 2 executing "2161" task_id "2161"
  Slave nid00712 rank 2 executing "2246" task_id "2246"
  Slave nid00712 rank 2 executing "2324" task_id "2324"
  Slave nid00712 rank 2 executing "2401" task_id "2401"
  Slave nid00712 rank 2 executing "2460" task_id "2460"
  Slave nid00712 rank 2 executing "2543" task_id "2543"
  Slave nid00712 rank 2 executing "2626" task_id "2626"
  Slave nid00712 rank 2 executing "2725" task_id "2725"
  Slave nid00712 rank 2 executing "2800" task_id "2800"
  Slave nid00712 rank 2 executing "2887" task_id "2887"
  Slave nid00712 rank 2 executing "2950" task_id "2950"
  Slave nid00712 rank 2 executing "3013" task_id "3013"
  Slave nid00712 rank 2 executing "3076" task_id "3076"
  Slave nid00712 rank 2 executing "3118" task_id "3118"
  Slave nid00712 rank 2 executing "3189" task_id "3189"
  Slave nid00712 rank 2 executing "3280" task_id "3280"
  Slave nid00712 rank 2 executing "3343" task_id "3343"
  Slave nid00712 rank 2 executing "3429" task_id "3429"
  Slave nid00712 rank 2 executing "3492" task_id "3492"
